"","date","open","high","low","close","volume","adjusted"
"31",2013-02-20,59.099998,59.099998,58.700001,58.700001,6800,49.348564
"32",2013-02-21,58.700001,58.700001,58.279999,58.700001,5800,49.348564
"33",2013-02-22,59.060001,59.880001,59.060001,59.220001,36700,49.785725
"34",2013-02-25,59.700001,59.779999,59.380001,59.419998,51300,49.953857
"35",2013-02-26,59.700001,59.900002,59.459999,59.799999,15900,50.273323
"36",2013-02-27,60,60,59.700001,59.799999,857100,50.273323
"37",2013-02-28,59.900002,59.900002,59.799999,59.880001,121400,50.34058
"38",2013-03-01,59.959999,59.959999,59.880001,59.900002,124500,50.357399
"39",2013-03-04,59.900002,59.900002,59.700001,59.860001,504200,50.323769
"40",2013-03-05,59.860001,59.900002,59.799999,59.82,4500,50.290142
"41",2013-03-06,59.880001,60,59.880001,59.880001,17200,50.34058
"42",2013-03-07,59.900002,59.900002,59.880001,59.880001,3200,50.34058
"43",2013-03-08,59.900002,60.299999,59.900002,60.200001,150200,50.609596
"44",2013-03-11,60.400002,60.419998,60.360001,60.419998,63900,50.794552
"45",2013-03-12,60.5,61.200001,60.5,61.099998,30500,51.366222
"46",2013-03-13,61.080002,61.080002,60.400002,60.5,19500,50.861809
"47",2013-03-14,60.5,60.5,60.400002,60.48,5800,50.844997
"48",2013-03-15,60.48,61,60.48,60.959999,14300,51.24852
"49",2013-03-18,60.419998,60.5,60.099998,60.5,21900,50.861809
"50",2013-03-19,60.259998,60.700001,60.040001,60.700001,36900,51.029945
"51",2013-03-20,60.5,60.799999,60.48,60.619999,36000,50.962696
"52",2013-03-21,60.599998,61.400002,60.599998,60.700001,49800,51.029945
"53",2013-03-22,60.599998,60.720001,60.599998,60.700001,28900,51.029945
"54",2013-03-25,60.700001,60.700001,60.52,60.700001,7600,51.029945
"55",2013-03-26,60.560001,60.700001,60.52,60.619999,30500,50.962696
"56",2013-03-27,60.700001,60.700001,60.639999,60.68,5800,51.013134
"57",2013-03-28,60.68,60.700001,60.5,60.66,54400,50.996323
"58",2013-03-29,60.419998,60.68,60.419998,60.68,2300,51.013134
"59",2013-04-01,60.700001,60.700001,60.419998,60.48,23400,50.844997
"60",2013-04-02,60.68,61,60.599998,61,49300,51.282158
"61",2013-04-03,61,61,60.200001,61,33800,51.282158
"62",2013-04-04,60.5,61,60.439999,60.98,49100,51.265347
"63",2013-04-05,60.700001,60.779999,60.700001,60.779999,2200,51.097202
"64",2013-04-08,60.779999,61,60.540001,60.959999,9600,51.24852
"65",2013-04-09,61.099998,61.099998,60.700001,60.700001,32400,51.029945
"66",2013-04-10,61.299999,61.299999,60.720001,61,72400,51.282158
"67",2013-04-11,61,61.060001,61,61,33800,51.282158
"68",2013-04-12,61,61,60.900002,60.98,23300,51.265347
"69",2013-04-15,61,61,60.98,61,78400,51.282158
"70",2013-04-16,61,61.48,60.959999,61.48,54600,51.68568
"71",2013-04-17,61.48,61.560001,61.48,61.540001,37700,51.736126
"72",2013-04-18,61.459999,61.700001,61.459999,61.700001,39500,51.87064
"73",2013-04-19,61.5,63.5,61.5,63.419998,37100,53.316624
"74",2013-04-22,63.400002,63.400002,61.84,61.84,35800,51.988331
"75",2013-04-23,62.200001,62.200001,61.740002,61.799999,25200,51.9547
"76",2013-04-24,62,62.119999,61.799999,62.060001,69500,52.17329
"77",2013-04-25,62.040001,62.040001,61.400002,61.5,47600,51.702503
"78",2013-04-26,61.599998,61.599998,61.5,61.599998,31500,51.786568
"79",2013-04-29,61.400002,61.5,61.400002,61.400002,31500,51.618431
"80",2013-04-30,61.5,62,61.5,61.799999,104300,51.9547
"81",2013-05-02,62,62.599998,62,62.5,93800,52.54319
"82",2013-05-03,62.5,62.5,62.439999,62.439999,93800,52.492748
"83",2013-05-06,62.900002,63.48,62.439999,63,82200,52.963528
"84",2013-05-07,63,63,62.900002,63,16500,52.963528
"85",2013-05-08,63.400002,64.480003,63.299999,64.400002,13500,54.140507
"86",2013-05-09,63.82,64.599998,63.82,64.199997,15300,53.972363
"87",2013-05-10,64.199997,65,64.199997,65,67400,54.644913
"88",2013-05-13,65.480003,65.839996,65,65,64800,54.644913
"89",2013-05-14,65.5,65.660004,65.019997,65.379997,60300,54.964375
"90",2013-05-15,65.379997,65.379997,65.18,65.199997,7300,54.813053
"91",2013-05-16,65.099998,65.400002,64.900002,65.099998,15300,54.728981
"92",2013-05-17,64.900002,65.18,64.900002,65.099998,29000,54.728981
"93",2013-05-20,65.599998,65.599998,65.099998,65.099998,26000,54.728981
"94",2013-05-21,64.220001,64.220001,63.400002,63.5,35000,54.685928
"95",2013-05-22,63.5,63.52,63.459999,63.48,45100,54.668701
"96",2013-05-23,63.52,63.98,63.48,63.580002,82300,54.754829
"97",2013-05-27,63.580002,64.080002,63.259998,64.080002,67900,55.185421
"98",2013-05-28,64.080002,64.139999,64.059998,64.099998,40700,55.202644
"99",2013-05-29,64.5,64.5,64.5,64.5,3500,55.547127
"100",2013-05-30,64.5,65,64.160004,65,11900,55.977718
"101",2013-05-31,65.300003,65.900002,65.300003,65.5,37800,56.408318
"102",2013-06-03,66.699997,66.699997,65,66,29000,56.838917
"103",2013-06-04,66,66.379997,65.980003,66,9100,56.838917
"104",2013-06-05,65.900002,66.300003,65,65.019997,16300,55.994949
"105",2013-06-06,65.019997,65.699997,65,65.699997,74800,56.580555
"106",2013-06-07,65.699997,65.699997,65.400002,65.5,13100,56.408318
"107",2013-06-10,66,66,65.099998,65.540001,13800,56.442772
"108",2013-06-11,65.540001,65.599998,65.400002,65.5,6300,56.408318
"109",2013-06-12,65.220001,65.900002,65.059998,65.900002,9800,56.752796
"110",2013-06-13,65.900002,66,65.059998,65.059998,17000,56.029388
"111",2013-06-14,65.860001,65.860001,65.5,65.860001,37700,56.718361
"112",2013-06-17,65.5,65.860001,65.5,65.860001,600,56.718361
"113",2013-06-18,65.879997,65.879997,65.860001,65.860001,1700,56.718361
"114",2013-06-19,65.860001,65.860001,65.519997,65.82,11100,56.683903
"115",2013-06-20,65.519997,65.82,65.5,65.800003,5000,56.666679
"116",2013-06-21,65.599998,66.699997,65.440002,66.699997,24300,57.441753
"117",2013-06-24,66.599998,66.699997,65.5,65.699997,27700,56.580555
"118",2013-06-25,65.699997,65.699997,65.519997,65.68,52500,56.563324
"119",2013-06-26,66,66.300003,66,66.300003,10500,57.097279
"120",2013-06-27,66.32,67,66.32,66.800003,16700,57.527874
"121",2013-06-28,66.82,67,66.82,67,12700,57.700119
"122",2013-07-01,67.199997,68.379997,67.199997,68.379997,6700,58.888569
"123",2013-07-02,68.5,69.199997,68.5,69.099998,13600,59.508625
"124",2013-07-03,69.099998,69.199997,68,68.980003,24000,59.405293
"125",2013-07-04,68.980003,69.059998,67.599998,69,5600,59.422508
"126",2013-07-05,69,69,68.980003,68.980003,200,59.405293
"127",2013-07-08,68.980003,68.980003,67.5,68.099998,7000,58.64743
"128",2013-07-09,68.099998,69,67.699997,69,7000,59.422508
"129",2013-07-10,67.5,68.599998,67.5,68.32,11900,58.836895
"130",2013-07-11,68.120003,68.980003,68.120003,68.980003,900,59.405293
"131",2013-07-12,68.980003,69.199997,68.599998,69,3900,59.422508
"132",2013-07-15,68.599998,68.879997,68.599998,68.599998,7500,59.078026
"133",2013-07-16,68.599998,68.900002,68.300003,68.440002,7300,58.940235
"134",2013-07-17,68.839996,68.839996,68.360001,68.360001,42000,58.871338
"135",2013-07-18,68.5,68.5,68.059998,68.360001,16000,58.871338
"136",2013-07-19,68.760002,68.900002,68.360001,68.879997,3500,59.319157
"137",2013-07-22,68.879997,68.879997,68,68.800003,5600,59.250275
"138",2013-07-23,68.699997,68.800003,68.699997,68.760002,61200,59.215824
"139",2013-07-24,68.599998,68.779999,68.519997,68.779999,1800,59.233051
"140",2013-07-25,68.800003,68.800003,68.739998,68.800003,69800,59.250275
"141",2013-07-26,68.900002,68.900002,68.5,68.599998,6500,59.078026
"142",2013-07-29,68.279999,68.400002,68.199997,68.300003,49000,58.819679
"143",2013-07-30,68.199997,68.199997,68,68,9300,58.56131
"144",2013-07-31,67.720001,68,67.540001,67.660004,4500,58.268505
"145",2013-08-01,67.660004,67.699997,67.660004,67.699997,8700,58.302952
"146",2013-08-02,67.760002,67.900002,67.599998,67.760002,8800,58.354626
"147",2013-08-05,67.800003,67.800003,67.199997,67.300003,3300,57.958477
"148",2013-08-06,67.5,67.5,67.300003,67.339996,20700,57.992924
"149",2013-08-12,69,69,67.900002,68.400002,6700,58.905796
"150",2013-08-13,68.300003,68.400002,68,68,7400,58.56131
"151",2013-08-14,68,68,67.5,67.68,5900,58.285732
"152",2013-08-15,67.68,68.199997,67.660004,67.660004,1200,58.268505
"153",2013-08-16,67.68,67.68,67.5,67.559998,5300,58.182384
"154",2013-08-19,67.559998,68,67.419998,67.82,5800,58.406284
"155",2013-08-20,67.800003,67.800003,67.5,67.779999,32600,58.371849
"156",2013-08-21,67.779999,68,67.639999,67.779999,4400,58.371849
"157",2013-08-22,67.599998,67.699997,67.5,67.540001,9100,58.165165
"158",2013-08-23,67.800003,68.199997,67.599998,68.18,7800,58.716331
"159",2013-08-26,68.220001,68.300003,68.220001,68.260002,28300,58.785221
"160",2013-08-27,68.339996,68.5,68.120003,68.220001,86100,58.750771
"161",2013-08-28,67.699997,67.800003,67,67.5,115900,58.130711
"162",2013-08-29,67.5,68,67.5,68,6600,58.56131
"163",2013-08-30,68,68,67.540001,67.540001,5200,58.165165
"164",2013-09-02,67.5,67.5,67.400002,67.400002,19000,58.044594
"165",2013-09-03,67.5,67.599998,67.379997,67.419998,48000,58.06181
"166",2013-09-04,67.300003,67.440002,67.300003,67.400002,46400,58.044594
"167",2013-09-05,67.400002,67.459999,67.260002,67.400002,12600,58.044594
"168",2013-09-06,67.32,67.32,66.900002,67,18900,57.700119
"169",2013-09-09,67.699997,67.879997,67.699997,67.860001,1800,58.440739
"170",2013-09-10,67.800003,67.800003,67.379997,67.739998,1900,58.857811
"171",2013-09-11,67.739998,67.739998,67.379997,67.699997,5900,58.823051
"172",2013-09-12,67.699997,67.739998,67.379997,67.739998,5900,58.857811
"173",2013-09-13,67.739998,67.739998,67.199997,67.199997,4800,58.388611
"174",2013-09-17,67.739998,67.760002,67.699997,67.699997,2100,58.823051
"175",2013-09-18,67.699997,68.099998,67.699997,68,5500,59.083714
"176",2013-09-19,68.480003,68.480003,67.800003,67.800003,500,58.909935
"177",2013-09-20,67.800003,68,67.800003,67.800003,3800,58.909935
"178",2013-09-23,67.839996,67.839996,67.800003,67.800003,1500,58.909935
"179",2013-09-24,67.839996,67.839996,67.800003,67.800003,4300,58.909935
"180",2013-09-25,67.720001,68,67.519997,68,12000,59.083714
"181",2013-09-26,68,68,67.379997,68,2800,59.083714
"182",2013-09-27,68,68,67.800003,68,2400,59.083714
"183",2013-09-30,68,68,68,68,3600,59.083714
"184",2013-10-01,67.300003,67.980003,67.300003,67.980003,2700,59.066341
"185",2013-10-02,67.699997,68,67.699997,68,1800,59.083714
"186",2013-10-03,68,68,68,68,11000,59.083714
"187",2013-10-04,68,68.379997,68,68.099998,5600,59.170601
"188",2013-10-07,68.059998,68.199997,67.800003,68.199997,5100,59.257481
"189",2013-10-08,67.800003,68.360001,67.800003,68.360001,8900,59.396511
"190",2013-10-09,68.019997,68.339996,68,68.199997,1400,59.257481
"191",2013-10-10,68.300003,68.300003,67.800003,67.800003,3000,58.909935
"192",2013-10-11,68.199997,68.199997,67.720001,67.800003,7300,58.909935
"193",2013-10-14,68.32,68.32,67.779999,68,3000,59.083714
"194",2013-10-16,68,68.18,67.5,68.019997,12300,59.101086
"195",2013-10-17,67.980003,68.5,67.980003,68.5,2600,59.51815
"196",2013-10-18,68,68.440002,68,68.199997,3400,59.257481
"197",2013-10-21,68.199997,68.199997,68,68,1900,59.083714
"198",2013-10-22,68,68.5,67.800003,68.5,7200,59.51815
"199",2013-10-23,68.480003,68.480003,68,68.199997,2900,59.257481
"200",2013-10-24,68.199997,68.300003,68,68.199997,1800,59.257481
"201",2013-10-25,68.300003,68.300003,68,68.199997,2800,59.257481
"202",2013-10-28,68,68.300003,68,68,3400,59.083714
"203",2013-10-29,68,68.5,68,68.160004,7600,59.222736
"204",2013-10-30,68.199997,68.199997,67.800003,67.800003,2200,58.909935
"205",2013-10-31,67.800003,68,67.800003,68,2800,59.083714
"206",2013-11-01,68.300003,68.440002,68.199997,68.440002,2600,59.466019
"207",2013-11-04,68.5,68.5,68.440002,68.440002,800,59.466019
"208",2013-11-06,68.199997,68.5,68.199997,68.5,2300,59.51815
"209",2013-11-07,68.5,68.699997,68.300003,68.699997,7000,59.691921
"210",2013-11-08,68.699997,68.800003,68.699997,68.800003,2900,59.778824
"211",2013-11-11,68.5,68.699997,68.5,68.699997,3100,59.691921
"212",2013-11-12,68.699997,68.800003,68.199997,68.599998,6400,59.605042
"213",2013-11-13,68.720001,69,68.599998,69,4800,59.952595
"214",2013-11-14,69,69.5,69,69.379997,1600,60.282768
"215",2013-11-15,69.379997,69.379997,69.199997,69.220001,1800,60.143738
"216",2013-11-18,69.379997,69.5,69.339996,69.440002,30000,60.334904
"217",2013-11-19,69.440002,69.440002,69.400002,69.400002,4000,60.300148
"218",2013-11-20,69.379997,69.379997,68.260002,68.800003,5600,59.778824
"219",2013-11-21,69,69.379997,69,69.360001,3100,60.265392
"220",2013-11-22,69.360001,69.360001,68.419998,69.300003,6300,60.213257
"221",2013-11-25,69.32,69.32,69.199997,69.300003,2000,60.213257
"222",2013-11-26,69,69.300003,68.519997,69,2600,59.952595
"223",2013-11-27,69.099998,69.099998,68.400002,68.879997,8200,59.84832
"224",2013-11-28,68.540001,69,68.540001,68.900002,900,59.865707
"225",2013-11-29,68.900002,68.900002,68.5,68.5,3700,59.51815
"226",2013-12-02,68,68.099998,68,68,4500,59.083714
"227",2013-12-03,68,68,67.699997,67.980003,5400,59.066341
"228",2013-12-04,68,68,68,68,2900,59.083714
"229",2013-12-05,67.800003,68,67.720001,67.760002,17500,58.875187
"230",2013-12-06,67.599998,67.599998,67.160004,67.160004,12700,58.353855
"231",2013-12-09,67.5,67.5,66.699997,66.699997,31400,57.954166
"232",2013-12-10,66.720001,67,66.68,67,31600,58.21484
"233",2013-12-11,67.019997,67.199997,66.879997,66.879997,16600,58.110565
"234",2013-12-12,66.900002,66.940002,66.800003,66.900002,2100,58.127956
"235",2013-12-13,66.800003,67.980003,66.800003,67.980003,3300,59.066341
"236",2013-12-16,66.68,68,66.68,67.919998,2800,59.014198
"237",2013-12-17,68,68,67.800003,67.919998,82600,59.014198
"238",2013-12-18,67,68.199997,67,68,6900,59.083714
"239",2013-12-19,68.300003,68.300003,68.279999,68.300003,2800,59.344391
"240",2013-12-20,68.5,68.5,68.300003,68.400002,14400,59.431271
"241",2013-12-23,68.779999,68.779999,68.400002,68.699997,600,59.691921
"242",2013-12-24,68.68,68.68,68.339996,68.339996,300,59.379135
"243",2013-12-26,68.699997,68.699997,68,68,2600,59.083714
"244",2013-12-27,68,68.199997,68,68.199997,17800,59.257481
"245",2013-12-30,68,68.5,68,68.5,15400,59.51815
"246",2013-12-31,68.760002,68.760002,67.800003,68,20900,59.083714
"247",2014-01-02,68.300003,68.300003,68,68,70800,59.083714
"248",2014-01-03,68.279999,68.279999,67.800003,67.959999,1400,59.048962
"249",2014-01-06,67.519997,68.199997,67.519997,68,22200,59.083714
"250",2014-01-07,67.5,68.099998,67.5,68,44300,59.083714
"251",2014-01-08,67.519997,68.019997,67.519997,68,31800,59.083714
"252",2014-01-09,68,68,67.959999,68,65300,59.083714
"253",2014-01-10,67.620003,68.099998,67.620003,68,23200,59.083714
"254",2014-01-13,68,68,67.900002,68,6200,59.083714
"255",2014-01-15,68,68,67.620003,67.800003,2100,58.909935
"256",2014-01-16,68.199997,68.199997,67.639999,67.68,1100,58.805676
"257",2014-01-20,67.980003,67.980003,67.900002,67.959999,101800,59.048962
"258",2014-01-21,67.900002,68,67.800003,68,101900,59.083714
"259",2014-01-22,67.900002,68,67.720001,67.900002,200900,58.996826
"260",2014-01-23,67.800003,67.800003,67,67.379997,7600,58.544998
"261",2014-01-24,67.220001,67.5,67.199997,67.419998,2000,58.579762
"262",2014-01-27,67.080002,67.300003,66.800003,67.300003,46600,58.475502
"263",2014-01-28,67.120003,67.32,67.059998,67.279999,15500,58.458118
"264",2014-01-29,68,68.160004,67.400002,67.559998,20700,58.701405
"265",2014-01-30,67.559998,68.300003,67,67.559998,24500,58.701405
"266",2014-02-03,67.559998,67.559998,67.559998,67.559998,0,58.701405
"267",2014-02-04,67.559998,67.559998,67.559998,67.559998,3700,58.701405
"268",2014-02-05,66.760002,67.580002,66.760002,67.559998,108100,58.701405
"269",2014-02-06,67,67.959999,67,67.959999,21600,59.048962
"270",2014-02-07,67.040001,67.040001,67.040001,67.040001,200,58.249584
"271",2014-02-10,67.120003,67.120003,67,67,155500,58.21484
"272",2014-02-11,67,67.019997,66.980003,67,238300,58.21484
"273",2014-02-12,67,67.099998,66.980003,67,171100,58.21484
"274",2014-02-13,66.940002,67,66.940002,67,168100,58.21484
"275",2014-02-14,67.559998,67.559998,66.32,66.32,18900,57.624001
"276",2014-02-17,66.32,66.980003,66.199997,66.199997,337300,57.519733
"277",2014-02-18,66.300003,66.5,66.260002,66.279999,294400,57.589237
"278",2014-02-19,66.400002,66.480003,66.120003,66.120003,18200,57.450233
"279",2014-02-20,66.779999,66.779999,65.419998,65.599998,575800,56.998409
"280",2014-02-21,65.699997,66.160004,65.599998,66.160004,254400,57.484978
"281",2014-02-24,66.019997,66.279999,66,66,2400,57.345959
"282",2014-02-25,66.160004,66.800003,66.040001,66.059998,24700,57.398087
"283",2014-02-26,66.699997,66.82,66,66.599998,24300,57.867283
"284",2014-02-27,66.599998,67,66.599998,66.800003,2500,58.041058
"285",2014-02-28,66.800003,67,66.620003,66.800003,1500,58.041058
"286",2014-03-03,66.800003,67,66.720001,66.720001,515600,57.971554
"287",2014-03-04,66.699997,66.800003,66.5,66.660004,606200,57.919426
"288",2014-03-05,66.540001,67.599998,66.519997,67.220001,4700,58.405987
"289",2014-03-06,67.220001,67.260002,67.099998,67.239998,8300,58.423367
"290",2014-03-07,67.239998,67.260002,67.120003,67.199997,4100,58.388611
"291",2014-03-10,67.199997,67.199997,66.800003,66.800003,10600,58.041058
"292",2014-03-11,67,68,66.5,68,24400,59.083714
"293",2014-03-12,68,68,67.599998,67.699997,13700,58.823051
"294",2014-03-13,67.800003,67.800003,67.599998,67.599998,1100,58.736156
"295",2014-03-14,67.459999,67.459999,66.800003,66.900002,513600,58.127956
"296",2014-03-17,67,67.800003,67,67.5,4800,58.649273
"297",2014-03-18,67.699997,67.699997,67,67.5,5700,58.649273
"298",2014-03-19,67.760002,67.760002,67.5,67.5,2600,58.649273
"299",2014-03-20,67.839996,67.839996,67.580002,67.68,3000,58.805676
"300",2014-03-21,67.580002,67.800003,67.400002,67.400002,3800,58.562386
"301",2014-03-24,67.400002,67.699997,67.099998,67.699997,1300,58.823051
"302",2014-03-25,67.68,67.68,66.800003,67.019997,1300,58.232204
"303",2014-03-26,67,67.459999,66.5,66.760002,33200,58.00631
"304",2014-03-27,66.760002,66.800003,66.480003,66.580002,23100,57.849907
"305",2014-03-28,66.800003,67,66.580002,66.68,39100,57.936798
"306",2014-03-31,66.699997,66.739998,66.519997,66.68,59700,57.936798
"307",2014-04-01,66.519997,66.660004,66.440002,66.440002,15800,57.728271
"308",2014-04-02,66.519997,66.739998,66.519997,66.540001,135800,57.815155
"309",2014-04-03,67,67,66.540001,66.660004,3700,57.919426
"310",2014-04-04,66.660004,66.68,66.540001,66.660004,76500,57.919426
"311",2014-04-07,66.660004,66.739998,66.5,66.660004,112900,57.919426
"312",2014-04-08,66.879997,66.879997,66.660004,66.699997,42200,57.954166
"313",2014-04-09,67,68,67,67.980003,21000,59.066341
"314",2014-04-10,68,68,67.5,67.959999,1900,59.048962
"315",2014-04-11,67.959999,67.959999,67.120003,67.239998,4000,58.423367
"316",2014-04-14,67.220001,68.300003,67,68.279999,15400,59.326996
"317",2014-04-15,68.400002,68.400002,68.379997,68.379997,2400,59.413891
"318",2014-04-16,68.580002,68.660004,68.5,68.5,2600,59.51815
"319",2014-04-17,68.5,69,68.5,68.699997,7800,59.691921
"320",2014-04-18,69,69,68.400002,68.5,1400,59.51815
"321",2014-04-21,68.900002,68.900002,68.5,68.5,2700,59.51815
"322",2014-04-22,68.599998,68.800003,68.5,68.5,1600,59.51815
"323",2014-04-23,68.5,68.900002,68.5,68.559998,7000,59.57029
"324",2014-04-24,68.540001,68.580002,68.5,68.5,6500,59.51815
"325",2014-04-25,68.519997,68.519997,68.400002,68.400002,3000,59.431271
"326",2014-04-28,68.400002,68.400002,68,68.400002,2000,59.431271
"327",2014-04-29,68.940002,69,68.419998,68.459999,500,59.483402
"328",2014-04-30,68.5,68.5,67.980003,68.5,13700,59.51815
"329",2014-05-02,68.5,68.5,68.5,68.5,2100,59.51815
"330",2014-05-05,68.199997,69,68.199997,68.980003,6300,59.935223
"331",2014-05-06,69.099998,69.099998,69,69,4200,59.952595
"332",2014-05-07,69.099998,69.199997,69.019997,69.18,16200,60.108994
"333",2014-05-08,69.199997,69.480003,69,69.379997,3100,60.282768
"334",2014-05-09,69.300003,69.400002,69,69.32,19300,60.230637
"335",2014-05-12,68.099998,68.099998,67.300003,67.32,5900,60.00779
"336",2014-05-14,67.32,67.599998,67,67.239998,9000,59.936478
"337",2014-05-15,68,68.199997,67.540001,68,8200,60.613937
"338",2014-05-16,67.519997,68.080002,67.5,68.080002,15700,60.685246
"339",2014-05-19,67.959999,68.080002,67.900002,68.080002,5400,60.685246
"340",2014-05-20,68.080002,68.080002,68,68,10100,60.613937
"341",2014-05-21,68,68,68,68,0,60.613937
"342",2014-05-22,68.080002,68.080002,67.599998,67.599998,4400,60.257374
"343",2014-05-23,68.080002,68.099998,68,68.099998,2600,60.703056
"344",2014-05-26,68.099998,68.099998,67.800003,67.800003,300,60.435658
"345",2014-05-27,67.800003,67.800003,67.720001,67.779999,1500,60.417824
"346",2014-05-28,67.519997,67.580002,67.519997,67.519997,900,60.186069
"347",2014-05-29,67,67.199997,67,67.199997,1200,59.900822
"348",2014-05-30,67.260002,67.699997,67.260002,67.260002,1900,59.954311
"349",2014-06-02,67.260002,67.260002,67.099998,67.099998,6700,59.81168
"350",2014-06-03,67.199997,67.199997,67.019997,67.019997,2100,59.740372
"351",2014-06-04,67.199997,67.199997,67,67.099998,5700,59.81168
"352",2014-06-05,67,67.099998,66.5,67.099998,25500,59.81168
"353",2014-06-06,67,67,67,67,100,59.722549
"354",2014-06-09,68.18,68.18,67,67,1800,59.722549
"355",2014-06-10,67.5,67.5,67.199997,67.199997,1800,59.900822
"356",2014-06-11,67.099998,67.099998,66.519997,67,6400,59.722549
"357",2014-06-12,67,67,66.5,66.900002,8800,59.633411
"358",2014-06-13,66.900002,67,66.900002,66.900002,2600,59.633411
"359",2014-06-16,67,67,66.699997,67,4200,59.722549
"360",2014-06-17,66.800003,67,66.699997,66.800003,9600,59.544273
"361",2014-06-18,67.099998,67.300003,67,67.099998,1900,59.81168
"362",2014-06-19,67.199997,67.199997,67.199997,67.199997,8100,59.900822
"363",2014-06-20,67.199997,67.199997,63.5,63.5,85300,56.602711
"364",2014-06-23,65.800003,66.300003,65.300003,66.300003,28400,59.098583
"365",2014-06-24,66.400002,67,66.400002,66.400002,6300,59.187717
"366",2014-06-25,66.400002,66.419998,66.339996,66.360001,4200,59.152065
"367",2014-06-26,66.5,66.900002,66.5,66.900002,5800,59.633411
"368",2014-06-27,67,67.400002,66.839996,67.400002,6100,60.079098
"369",2014-06-30,67.379997,67.379997,67,67,1800,59.722549
"370",2014-07-01,67.099998,67.199997,66.599998,67,1700,59.722549
"371",2014-07-02,66.980003,66.980003,66.519997,66.959999,3700,59.686893
"372",2014-07-03,66.959999,67.239998,66.959999,67.239998,5000,59.936478
"373",2014-07-04,67.300003,67.32,67.199997,67.32,6000,60.00779
"374",2014-07-07,67.32,67.459999,67.32,67.459999,1700,60.132584
"375",2014-07-08,67,67.5,66.400002,66.400002,10900,59.187717
"376",2014-07-09,66.519997,66.980003,66.519997,66.699997,2000,59.455132
"377",2014-07-10,66.800003,66.800003,66.5,66.5,2700,59.276852
"378",2014-07-11,66.800003,66.959999,66.699997,66.860001,4500,59.597752
"379",2014-07-14,66.860001,67.099998,66.860001,67,21000,59.722549
"380",2014-07-16,67,67.300003,67,67.199997,17600,59.900822
"381",2014-07-17,67.199997,67.199997,67.199997,67.199997,0,59.900822
"382",2014-07-18,67.199997,67.199997,66.419998,66.459999,700,59.241199
"383",2014-07-21,66.699997,67,66.599998,66.639999,1500,59.401657
"384",2014-07-22,66.660004,67.599998,66.639999,67.5,1500,60.168243
"385",2014-07-23,67.5,67.5,66.739998,66.739998,1100,59.49078
"386",2014-07-24,66.760002,67.260002,66.720001,66.82,3100,59.562092
"387",2014-07-25,66.839996,67.099998,66.839996,67.099998,800,59.81168
"388",2014-07-30,67.099998,67.099998,66.900002,67,1800,59.722549
"389",2014-07-31,66.519997,67.099998,66.5,67.099998,3500,59.81168
"390",2014-08-01,67,67,66.68,66.900002,1800,59.633411
"391",2014-08-04,66.879997,67.099998,66.400002,67.099998,19400,59.81168
"392",2014-08-05,67,67.099998,66.620003,67,22100,59.722549
"393",2014-08-06,67,67,67,67,200,59.722549
"394",2014-08-07,67,67.300003,67,67.300003,1100,59.989967
"395",2014-08-08,67,67.260002,67,67.260002,2600,59.954311
"396",2014-08-11,67,67.440002,67,67.400002,6500,60.079098
